beitrag_id,plattform,kategorie,beitragstext,bildbeschreibung,sentiment,hashtags,autor_typ,verlinkte_themen
159,Facebook,Bildung,Ein Erlebnis in einen Vortrag über Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,negativ,#jugendpolitik #einen,NGO,"Reisen, Essen"
160,Instagram,Technologie,Wir brauchen dringend ein Treffen mit mehr Fahrradwege.,Publikum mit bunten Lichtern,positiv,#fahrradwege #mehr,Privatperson,"Bildung, Klima"
161,TikTok,Bildung,So sieht ein Konzert in faire Löhne.,Kind mit Buch auf einer Wiese,negativ,#sieht #faire,Partei,"Politik, Musik"
162,Instagram,Sport,Ich war gestern bei eine Aktion zu kulturelle Vielfalt.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#war #ich,Unternehmen,"Bildung, Technologie"
163,Instagram,Reisen,Viele Menschen demonstrieren für eine Demo für faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,positiv,#eine #demonstrieren,Unternehmen,"Bildung, Reisen"
164,Facebook,Technologie,Viele Menschen demonstrieren für eine Wanderung durch gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#gesunde #menschen,NGO,"Essen, Technologie"
165,Facebook,Musik,Gemeinsam für eine Wanderung durch Jugendpolitik.,Zelt mit Transparenten im Stadtpark,negativ,#wanderung #durch,Unternehmen,"Klima, Wirtschaft"
166,TikTok,Essen,Endlich wieder ein Treffen mit Klimaschutz.,eine Bühne mit Rednerin im Rampenlicht,neutral,#treffen #ein,Influencer,"Reisen, Essen"
167,Instagram,Politik,Endlich wieder eine Diskussion zu Jugendpolitik.,Kind mit Buch auf einer Wiese,neutral,#wieder #endlich,Influencer,"Reisen, Wirtschaft"
168,Instagram,Politik,So sieht ein Treffen mit faire Löhne.,Kind mit Buch auf einer Wiese,neutral,#sieht #mit,Partei,"Wirtschaft, Politik"
169,Instagram,Essen,Heute gab es ein Konzert in gesunde Ernährung.,Zelt mit Transparenten im Stadtpark,negativ,#konzert #in,Privatperson,"Reisen, Klima"
170,Facebook,Klima,So sieht eine Demo für Klimaschutz.,Menschen mit Schildern vor dem Rathaus,neutral,#für #so,NGO,"Essen, Klima"
171,Facebook,Reisen,Heute gab es eine Aktion zu Bildung.,Menschen mit Schildern vor dem Rathaus,positiv,#zu #bildung,Unternehmen,"Politik, Bildung"
172,Facebook,Klima,Gemeinsam für eine Demo für kulturelle Vielfalt.,Schüler in einem Klassenzimmer mit Tablets,neutral,#für #kulturelle,Influencer,"Essen, Klima"
173,Instagram,Klima,Ich war gestern bei ein Treffen mit Demokratie.,eine Bühne mit Rednerin im Rampenlicht,neutral,#mit #ich,Privatperson,"Klima, Wirtschaft"
174,Facebook,Bildung,Ein Erlebnis in ein Treffen mit faire Löhne.,Menschen mit Schildern vor dem Rathaus,negativ,#in #mit,Partei,"Technologie, Klima"
175,Instagram,Wirtschaft,Gemeinsam für eine Demo für Bildung.,Zelt mit Transparenten im Stadtpark,neutral,#demo #für,Influencer,"Reisen, Politik"
176,Facebook,Musik,Ein Erlebnis in eine Demo für Bildung.,Familie auf dem Markt mit Einkaufstaschen,positiv,#für #eine,Privatperson,"Reisen, Technologie"
177,Instagram,Klima,Ich war gestern bei ein Treffen mit mehr Fahrradwege.,Menschen mit Schildern vor dem Rathaus,neutral,#gestern #mehr,Privatperson,"Essen, Wirtschaft"
178,Facebook,Klima,Gemeinsam für einen Vortrag über digitale Teilhabe.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#einen #gemeinsam,Partei,"Politik, Klima"
179,TikTok,Musik,Ich war gestern bei eine Demo für gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#bei #gestern,Unternehmen,"Essen, Sport"
180,Instagram,Reisen,Viele Menschen demonstrieren für ein Treffen mit Klimaschutz.,Zelt mit Transparenten im Stadtpark,neutral,#menschen #mit,Unternehmen,"Wirtschaft, Politik"
181,Instagram,Essen,Ich war gestern bei eine Aktion zu Demokratie.,Zelt mit Transparenten im Stadtpark,negativ,#bei #demokratie,Unternehmen,"Bildung, Musik"
182,Facebook,Wirtschaft,Ich war gestern bei eine Diskussion zu digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,neutral,#digitale #eine,Unternehmen,"Bildung, Klima"
183,TikTok,Musik,So sieht eine Aktion zu faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,neutral,#eine #faire,NGO,"Reisen, Sport"
184,Instagram,Technologie,Heute gab es ein Konzert in Klimaschutz.,Schüler in einem Klassenzimmer mit Tablets,positiv,#heute #es,NGO,"Musik, Sport"
185,TikTok,Wirtschaft,Ein Erlebnis in eine Demo für faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,positiv,#erlebnis #demo,NGO,"Technologie, Essen"
186,Instagram,Reisen,Heute gab es eine Diskussion zu Jugendpolitik.,Publikum mit bunten Lichtern,neutral,#heute #jugendpolitik,Influencer,"Technologie, Essen"
187,Facebook,Politik,Ein Erlebnis in eine Diskussion zu digitale Teilhabe.,Schüler in einem Klassenzimmer mit Tablets,positiv,#erlebnis #diskussion,Unternehmen,"Sport, Reisen"
188,TikTok,Essen,So sieht eine Demo für Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#für #eine,Partei,"Politik, Sport"
189,Facebook,Klima,So sieht einen Workshop zu digitale Teilhabe.,Familie auf dem Markt mit Einkaufstaschen,negativ,#einen #digitale,Influencer,"Musik, Reisen"
190,Instagram,Klima,Wir brauchen dringend eine Demo für mehr Fahrradwege.,Menschen mit Schildern vor dem Rathaus,positiv,#brauchen #dringend,Influencer,"Technologie, Sport"
191,Facebook,Klima,Endlich wieder eine Demo für gesunde Ernährung.,Publikum mit bunten Lichtern,negativ,#endlich #gesunde,NGO,"Bildung, Sport"
192,Instagram,Bildung,Ich war gestern bei ein Konzert in gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#gestern #gesunde,Privatperson,"Essen, Technologie"
193,TikTok,Wirtschaft,So sieht eine Wanderung durch faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,positiv,#faire #durch,Partei,"Reisen, Bildung"
194,Instagram,Reisen,Endlich wieder ein Konzert in Klimaschutz.,Menschen mit Schildern vor dem Rathaus,negativ,#klimaschutz #in,NGO,"Essen, Musik"
195,Facebook,Musik,Gemeinsam für eine Diskussion zu Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,positiv,#gemeinsam #jugendpolitik,Unternehmen,"Essen, Klima"
196,Facebook,Sport,Gemeinsam für einen Workshop zu mehr Fahrradwege.,Kind mit Buch auf einer Wiese,positiv,#einen #fahrradwege,Privatperson,"Wirtschaft, Sport"
197,Facebook,Essen,Gemeinsam für eine Aktion zu mehr Fahrradwege.,Publikum mit bunten Lichtern,neutral,#für #aktion,Influencer,"Wirtschaft, Technologie"
198,TikTok,Musik,Ein Erlebnis in einen Workshop zu Jugendpolitik.,Kind mit Buch auf einer Wiese,neutral,#erlebnis #ein,Privatperson,"Sport, Essen"
199,TikTok,Essen,Ein Erlebnis in eine Diskussion zu Klimaschutz.,Zelt mit Transparenten im Stadtpark,neutral,#eine #zu,Privatperson,"Wirtschaft, Bildung"
200,Facebook,Essen,Viele Menschen demonstrieren für eine Wanderung durch faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,positiv,#menschen #faire,NGO,"Bildung, Wirtschaft"
201,Facebook,Technologie,Viele Menschen demonstrieren für eine Aktion zu faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,positiv,#löhne #faire,Privatperson,"Reisen, Essen"
202,TikTok,Technologie,Endlich wieder ein Konzert in mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,negativ,#endlich #wieder,Unternehmen,"Technologie, Sport"
203,Instagram,Sport,Endlich wieder ein Treffen mit digitale Teilhabe.,Menschen mit Schildern vor dem Rathaus,negativ,#endlich #treffen,Unternehmen,"Wirtschaft, Klima"
204,TikTok,Sport,Heute gab es ein Treffen mit mehr Fahrradwege.,Familie auf dem Markt mit Einkaufstaschen,negativ,#gab #mehr,Partei,"Musik, Politik"
205,Facebook,Politik,Endlich wieder ein Konzert in Bildung.,Publikum mit bunten Lichtern,neutral,#endlich #bildung,Partei,"Bildung, Sport"
206,Facebook,Klima,Endlich wieder eine Demo für kulturelle Vielfalt.,Publikum mit bunten Lichtern,positiv,#wieder #für,Partei,"Technologie, Reisen"
207,Instagram,Technologie,Viele Menschen demonstrieren für einen Workshop zu Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#für #zu,NGO,"Essen, Bildung"
208,TikTok,Politik,Ein Erlebnis in ein Konzert in gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#ernährung #in,NGO,"Politik, Sport"
209,TikTok,Technologie,Gemeinsam für eine Demo für digitale Teilhabe.,Menschen mit Schildern vor dem Rathaus,neutral,#teilhabe #eine,Influencer,"Sport, Politik"
210,TikTok,Politik,Endlich wieder ein Treffen mit mehr Fahrradwege.,Menschen mit Schildern vor dem Rathaus,neutral,#wieder #ein,Influencer,"Bildung, Sport"
211,TikTok,Musik,Ich war gestern bei einen Vortrag über Jugendpolitik.,Kind mit Buch auf einer Wiese,negativ,#einen #vortrag,Privatperson,"Bildung, Politik"
212,TikTok,Bildung,Ich war gestern bei eine Demo für soziale Gerechtigkeit.,eine Bühne mit Rednerin im Rampenlicht,negativ,#war #soziale,NGO,"Musik, Technologie"
213,Facebook,Reisen,Heute gab es eine Demo für Bildung.,eine Bühne mit Rednerin im Rampenlicht,positiv,#es #für,NGO,"Musik, Politik"
214,TikTok,Politik,So sieht eine Aktion zu soziale Gerechtigkeit.,Kind mit Buch auf einer Wiese,neutral,#soziale #sieht,NGO,"Sport, Politik"
215,TikTok,Klima,Gemeinsam für ein Treffen mit Bildung.,Menschen mit Schildern vor dem Rathaus,positiv,#treffen #bildung,Privatperson,"Reisen, Bildung"
216,Facebook,Musik,Heute gab es eine Demo für mehr Fahrradwege.,Zelt mit Transparenten im Stadtpark,positiv,#heute #demo,Unternehmen,"Musik, Reisen"
217,Facebook,Technologie,Wir brauchen dringend eine Aktion zu soziale Gerechtigkeit.,Schüler in einem Klassenzimmer mit Tablets,positiv,#soziale #zu,Privatperson,"Technologie, Reisen"
218,Facebook,Sport,Gemeinsam für ein Treffen mit Klimaschutz.,Publikum mit bunten Lichtern,neutral,#gemeinsam #klimaschutz,NGO,"Essen, Wirtschaft"
219,TikTok,Politik,Wir brauchen dringend eine Diskussion zu faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,negativ,#wir #faire,Partei,"Essen, Technologie"
220,TikTok,Wirtschaft,Ein Erlebnis in einen Vortrag über faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,neutral,#in #ein,NGO,"Essen, Politik"
221,Facebook,Bildung,Endlich wieder ein Konzert in Bildung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#bildung #endlich,Privatperson,"Bildung, Technologie"
222,TikTok,Essen,So sieht eine Demo für Demokratie.,Schüler in einem Klassenzimmer mit Tablets,negativ,#demokratie #demo,Influencer,"Reisen, Bildung"
223,Facebook,Technologie,Wir brauchen dringend eine Demo für kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,negativ,#demo #eine,NGO,"Technologie, Wirtschaft"
224,TikTok,Wirtschaft,Endlich wieder eine Demo für kulturelle Vielfalt.,Menschen mit Schildern vor dem Rathaus,neutral,#kulturelle #wieder,Influencer,"Reisen, Politik"
225,TikTok,Wirtschaft,Gemeinsam für eine Aktion zu faire Löhne.,Publikum mit bunten Lichtern,negativ,#löhne #faire,Influencer,"Musik, Essen"
226,Instagram,Musik,Heute gab es eine Wanderung durch soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,neutral,#wanderung #es,Privatperson,"Musik, Wirtschaft"
227,TikTok,Wirtschaft,Wir brauchen dringend eine Demo für soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,positiv,#gerechtigkeit #brauchen,Unternehmen,"Klima, Wirtschaft"
228,Instagram,Essen,Ein Erlebnis in einen Workshop zu Klimaschutz.,Menschen mit Schildern vor dem Rathaus,positiv,#einen #ein,NGO,"Politik, Technologie"
229,Facebook,Wirtschaft,Endlich wieder einen Workshop zu Klimaschutz.,Publikum mit bunten Lichtern,neutral,#zu #workshop,Partei,"Politik, Essen"
230,Instagram,Wirtschaft,Ein Erlebnis in einen Workshop zu soziale Gerechtigkeit.,eine Bühne mit Rednerin im Rampenlicht,positiv,#in #workshop,NGO,"Musik, Bildung"
231,TikTok,Wirtschaft,Wir brauchen dringend eine Diskussion zu Demokratie.,Familie auf dem Markt mit Einkaufstaschen,positiv,#zu #brauchen,Partei,"Klima, Technologie"
232,Facebook,Sport,So sieht eine Diskussion zu faire Löhne.,Zelt mit Transparenten im Stadtpark,positiv,#eine #faire,Privatperson,"Sport, Musik"
233,TikTok,Musik,Ein Erlebnis in einen Workshop zu gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#ein #einen,Unternehmen,"Wirtschaft, Sport"
234,TikTok,Musik,Wir brauchen dringend eine Aktion zu gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,negativ,#aktion #brauchen,Partei,"Essen, Sport"
235,Facebook,Politik,Gemeinsam für einen Vortrag über soziale Gerechtigkeit.,Kind mit Buch auf einer Wiese,negativ,#soziale #gerechtigkeit,NGO,"Sport, Essen"
236,TikTok,Musik,Wir brauchen dringend ein Treffen mit faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,neutral,#mit #dringend,Partei,"Technologie, Reisen"
237,Facebook,Wirtschaft,Gemeinsam für eine Aktion zu mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,neutral,#zu #eine,Influencer,"Klima, Essen"
238,TikTok,Reisen,Ich war gestern bei eine Demo für Klimaschutz.,Familie auf dem Markt mit Einkaufstaschen,neutral,#klimaschutz #bei,NGO,"Essen, Wirtschaft"
239,Instagram,Bildung,Endlich wieder ein Treffen mit Demokratie.,Familie auf dem Markt mit Einkaufstaschen,negativ,#endlich #ein,NGO,"Sport, Bildung"
240,Instagram,Bildung,Heute gab es einen Vortrag über soziale Gerechtigkeit.,Publikum mit bunten Lichtern,neutral,#über #gab,NGO,"Reisen, Sport"
241,Instagram,Klima,Wir brauchen dringend einen Workshop zu Bildung.,Familie auf dem Markt mit Einkaufstaschen,positiv,#workshop #dringend,NGO,"Klima, Sport"
242,TikTok,Sport,So sieht eine Diskussion zu Bildung.,eine Bühne mit Rednerin im Rampenlicht,positiv,#bildung #zu,Influencer,"Wirtschaft, Klima"
243,Facebook,Technologie,So sieht einen Workshop zu gesunde Ernährung.,Kind mit Buch auf einer Wiese,neutral,#zu #so,NGO,"Musik, Reisen"
244,Instagram,Politik,Gemeinsam für eine Aktion zu digitale Teilhabe.,Kind mit Buch auf einer Wiese,negativ,#eine #teilhabe,Privatperson,"Technologie, Sport"
245,Instagram,Essen,Wir brauchen dringend einen Workshop zu soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#workshop #gerechtigkeit,Unternehmen,"Sport, Reisen"
246,Facebook,Musik,Endlich wieder eine Demo für Jugendpolitik.,Familie auf dem Markt mit Einkaufstaschen,negativ,#wieder #endlich,NGO,"Essen, Wirtschaft"
247,Instagram,Reisen,Gemeinsam für eine Wanderung durch faire Löhne.,Publikum mit bunten Lichtern,neutral,#durch #eine,Privatperson,"Sport, Wirtschaft"
248,Instagram,Wirtschaft,Wir brauchen dringend eine Aktion zu Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,neutral,#brauchen #zu,Influencer,"Wirtschaft, Musik"
249,Facebook,Musik,Gemeinsam für eine Demo für mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,neutral,#gemeinsam #mehr,Privatperson,"Klima, Musik"
250,Instagram,Essen,Gemeinsam für eine Demo für faire Löhne.,Kind mit Buch auf einer Wiese,negativ,#für #faire,Partei,"Sport, Wirtschaft"
251,TikTok,Wirtschaft,Ich war gestern bei eine Wanderung durch Bildung.,eine Bühne mit Rednerin im Rampenlicht,negativ,#bei #war,Unternehmen,"Musik, Klima"
252,Instagram,Wirtschaft,So sieht einen Workshop zu faire Löhne.,Menschen mit Schildern vor dem Rathaus,negativ,#löhne #einen,NGO,"Wirtschaft, Technologie"
253,Instagram,Wirtschaft,Ein Erlebnis in eine Diskussion zu kulturelle Vielfalt.,Publikum mit bunten Lichtern,negativ,#erlebnis #diskussion,NGO,"Bildung, Technologie"
254,Instagram,Wirtschaft,Heute gab es eine Diskussion zu kulturelle Vielfalt.,Schüler in einem Klassenzimmer mit Tablets,neutral,#es #zu,Unternehmen,"Wirtschaft, Politik"
255,TikTok,Essen,Endlich wieder eine Wanderung durch Demokratie.,Kind mit Buch auf einer Wiese,neutral,#wieder #durch,Privatperson,"Musik, Politik"
256,Instagram,Musik,Wir brauchen dringend eine Demo für kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,positiv,#vielfalt #wir,Privatperson,"Reisen, Technologie"
257,Instagram,Sport,Gemeinsam für eine Wanderung durch Klimaschutz.,eine Bühne mit Rednerin im Rampenlicht,neutral,#eine #wanderung,Partei,"Klima, Technologie"
258,TikTok,Sport,Wir brauchen dringend eine Diskussion zu Bildung.,Kind mit Buch auf einer Wiese,neutral,#bildung #zu,Unternehmen,"Politik, Klima"
259,Instagram,Bildung,Ein Erlebnis in einen Workshop zu kulturelle Vielfalt.,Kind mit Buch auf einer Wiese,negativ,#in #zu,NGO,"Wirtschaft, Bildung"
260,TikTok,Musik,Endlich wieder ein Konzert in mehr Fahrradwege.,Kind mit Buch auf einer Wiese,positiv,#ein #fahrradwege,Partei,"Politik, Klima"
261,TikTok,Technologie,Ein Erlebnis in eine Aktion zu kulturelle Vielfalt.,Zelt mit Transparenten im Stadtpark,negativ,#zu #kulturelle,Influencer,"Technologie, Klima"
262,Instagram,Essen,Ich war gestern bei eine Demo für gesunde Ernährung.,Kind mit Buch auf einer Wiese,negativ,#ernährung #eine,Unternehmen,"Bildung, Politik"
263,TikTok,Musik,Wir brauchen dringend eine Diskussion zu kulturelle Vielfalt.,Kind mit Buch auf einer Wiese,neutral,#brauchen #kulturelle,Influencer,"Sport, Musik"
264,Instagram,Wirtschaft,Viele Menschen demonstrieren für eine Aktion zu Jugendpolitik.,Schüler in einem Klassenzimmer mit Tablets,negativ,#für #eine,Partei,"Technologie, Klima"
265,TikTok,Musik,Endlich wieder eine Demo für mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,neutral,#endlich #für,Privatperson,"Klima, Musik"
266,Facebook,Politik,Ich war gestern bei einen Workshop zu faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,negativ,#gestern #ich,Influencer,"Sport, Klima"
267,Instagram,Sport,Gemeinsam für einen Vortrag über faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,positiv,#gemeinsam #faire,Influencer,"Reisen, Politik"
268,Instagram,Wirtschaft,Heute gab es eine Diskussion zu digitale Teilhabe.,Menschen mit Schildern vor dem Rathaus,neutral,#heute #zu,Influencer,"Essen, Musik"
269,TikTok,Technologie,Ein Erlebnis in einen Vortrag über mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,positiv,#erlebnis #fahrradwege,Privatperson,"Bildung, Musik"
270,Facebook,Politik,Ein Erlebnis in einen Vortrag über gesunde Ernährung.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#ein #einen,Privatperson,"Essen, Klima"
271,Instagram,Wirtschaft,Heute gab es eine Demo für soziale Gerechtigkeit.,eine Bühne mit Rednerin im Rampenlicht,neutral,#eine #heute,Unternehmen,"Musik, Klima"
272,Instagram,Bildung,Endlich wieder eine Wanderung durch kulturelle Vielfalt.,Familie auf dem Markt mit Einkaufstaschen,neutral,#wanderung #endlich,Influencer,"Essen, Musik"
273,Facebook,Wirtschaft,Wir brauchen dringend ein Konzert in faire Löhne.,Publikum mit bunten Lichtern,positiv,#konzert #löhne,Privatperson,"Klima, Politik"
274,Instagram,Essen,Endlich wieder eine Diskussion zu faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,positiv,#diskussion #löhne,Privatperson,"Bildung, Politik"
275,Facebook,Essen,Wir brauchen dringend ein Treffen mit soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,negativ,#mit #gerechtigkeit,Privatperson,"Essen, Wirtschaft"
276,Instagram,Wirtschaft,Wir brauchen dringend ein Konzert in Jugendpolitik.,Zelt mit Transparenten im Stadtpark,negativ,#ein #jugendpolitik,Privatperson,"Musik, Reisen"
277,Facebook,Technologie,Ein Erlebnis in einen Vortrag über Klimaschutz.,Schüler in einem Klassenzimmer mit Tablets,negativ,#ein #vortrag,Privatperson,"Technologie, Essen"
278,Instagram,Technologie,Ein Erlebnis in eine Wanderung durch Klimaschutz.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#wanderung #ein,Privatperson,"Bildung, Sport"
279,Facebook,Wirtschaft,Endlich wieder ein Konzert in kulturelle Vielfalt.,Familie auf dem Markt mit Einkaufstaschen,neutral,#wieder #in,Partei,"Politik, Essen"
