beitrag_id,plattform,kategorie,beitragstext,bildbeschreibung,sentiment,hashtags,autor_typ,verlinkte_themen
148,Facebook,Essen,Ein Erlebnis in ein Treffen mit Klimaschutz.,Zelt mit Transparenten im Stadtpark,neutral,#klettern #beats #engagement,NGO,"Musik, Technologie"
149,Facebook,Politik,Ich war gestern bei eine Wanderung durch gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,negativ,#gerechtigkeit #klimapolitik #wahlen,Unternehmen,"Reisen, Wirtschaft"
150,TikTok,Klima,Viele Menschen demonstrieren für eine Aktion zu Jugendpolitik.,Publikum mit bunten Lichtern,negativ,#klettern #vortrag #radfahren,Partei,"Musik, Sport"
151,Instagram,Essen,Ein Erlebnis in einen Workshop zu faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,neutral,#fussball #uni #startups,Unternehmen,"Klima, Bildung"
152,Instagram,Technologie,Wir brauchen dringend eine Diskussion zu Demokratie.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#innovation #robotik #blockchain #ki,Partei,"Klima, Bildung"
153,Facebook,Politik,Endlich wieder eine Wanderung durch Bildung.,Kind mit Buch auf einer Wiese,negativ,#meinemeinung #wahlen,Influencer,"Sport, Politik"
154,TikTok,Sport,Wir brauchen dringend eine Demo für soziale Gerechtigkeit.,Schüler in einem Klassenzimmer mit Tablets,negativ,#basketball #radfahren #marathon,Privatperson,"Technologie, Bildung"
155,Facebook,Technologie,So sieht einen Vortrag über Bildung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#startups #digitalisierung #robotik,Influencer,"Politik, Bildung"
156,Facebook,Sport,Endlich wieder eine Aktion zu Bildung.,Publikum mit bunten Lichtern,neutral,#skaten #fussball #marathon #radfahren,Partei,"Essen, Klima"
157,Facebook,Klima,Wir brauchen dringend eine Aktion zu Klimaschutz.,Publikum mit bunten Lichtern,neutral,#wahlen #klettern #startups,Partei,"Essen, Musik"
158,Instagram,Reisen,Ein Erlebnis in einen Vortrag über gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,positiv,#meerliebe #abenteuer #bergliebe #citytrip,Unternehmen,"Wirtschaft, Klima"
159,Facebook,Bildung,Ein Erlebnis in einen Vortrag über Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,negativ,#uni #vortrag #wissen #bildungfüralle,NGO,"Reisen, Essen"
160,Instagram,Technologie,Wir brauchen dringend ein Treffen mit mehr Fahrradwege.,Publikum mit bunten Lichtern,positiv,#innovation #digitalisierung,Privatperson,"Bildung, Klima"
161,TikTok,Bildung,So sieht ein Konzert in faire Löhne.,Kind mit Buch auf einer Wiese,negativ,#bildungfüralle #wissen,Partei,"Politik, Musik"
162,Instagram,Sport,Ich war gestern bei eine Aktion zu kulturelle Vielfalt.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#radfahren #skaten,Unternehmen,"Bildung, Technologie"
163,Instagram,Reisen,Viele Menschen demonstrieren für eine Demo für faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,positiv,#meerliebe #bergliebe,Unternehmen,"Bildung, Reisen"
164,Facebook,Technologie,Viele Menschen demonstrieren für eine Wanderung durch gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#startups #digitalisierung #ki #blockchain,NGO,"Essen, Technologie"
165,Facebook,Musik,Gemeinsam für eine Wanderung durch Jugendpolitik.,Zelt mit Transparenten im Stadtpark,negativ,#musikliebe #vinyl #bandlife,Unternehmen,"Klima, Wirtschaft"
166,TikTok,Essen,Endlich wieder ein Treffen mit Klimaschutz.,eine Bühne mit Rednerin im Rampenlicht,neutral,#klimapolitik #vinyl #innovation,Influencer,"Reisen, Essen"
167,Instagram,Politik,Endlich wieder eine Diskussion zu Jugendpolitik.,Kind mit Buch auf einer Wiese,neutral,#meinemeinung #gerechtigkeit,Influencer,"Reisen, Wirtschaft"
168,Instagram,Politik,So sieht ein Treffen mit faire Löhne.,Kind mit Buch auf einer Wiese,neutral,#meinemeinung #gerechtigkeit #klimapolitik,Partei,"Wirtschaft, Politik"
169,Instagram,Essen,Heute gab es ein Konzert in gesunde Ernährung.,Zelt mit Transparenten im Stadtpark,negativ,#vortrag #chor #bildungfüralle,Privatperson,"Reisen, Klima"
170,Facebook,Klima,So sieht eine Demo für Klimaschutz.,Menschen mit Schildern vor dem Rathaus,neutral,#ki #skaten #fitness,NGO,"Essen, Klima"
171,Facebook,Reisen,Heute gab es eine Aktion zu Bildung.,Menschen mit Schildern vor dem Rathaus,positiv,#meerliebe #citytrip #wanderlust,Unternehmen,"Politik, Bildung"
172,Facebook,Klima,Gemeinsam für eine Demo für kulturelle Vielfalt.,Schüler in einem Klassenzimmer mit Tablets,neutral,#bildungfüralle #radfahren #uni,Influencer,"Essen, Klima"
173,Instagram,Klima,Ich war gestern bei ein Treffen mit Demokratie.,eine Bühne mit Rednerin im Rampenlicht,neutral,#startups #ki #robotik,Privatperson,"Klima, Wirtschaft"
174,Facebook,Bildung,Ein Erlebnis in ein Treffen mit faire Löhne.,Menschen mit Schildern vor dem Rathaus,negativ,#schule #lernen #wissen #bildungfüralle,Partei,"Technologie, Klima"
175,Instagram,Wirtschaft,Gemeinsam für eine Demo für Bildung.,Zelt mit Transparenten im Stadtpark,neutral,#marathon #klimapolitik #klettern,Influencer,"Reisen, Politik"
176,Facebook,Musik,Ein Erlebnis in eine Demo für Bildung.,Familie auf dem Markt mit Einkaufstaschen,positiv,#vinyl #jamsession,Privatperson,"Reisen, Technologie"
177,Instagram,Klima,Ich war gestern bei ein Treffen mit mehr Fahrradwege.,Menschen mit Schildern vor dem Rathaus,neutral,#jamsession #skaten #bandlife,Privatperson,"Essen, Wirtschaft"
178,Facebook,Klima,Gemeinsam für einen Vortrag über digitale Teilhabe.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#schule #skaten #ki,Partei,"Politik, Klima"
179,TikTok,Musik,Ich war gestern bei eine Demo für gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#chor #jamsession #bandlife,Unternehmen,"Essen, Sport"
180,Instagram,Reisen,Viele Menschen demonstrieren für ein Treffen mit Klimaschutz.,Zelt mit Transparenten im Stadtpark,neutral,#meerliebe #bergliebe #citytrip,Unternehmen,"Wirtschaft, Politik"
181,Instagram,Essen,Ich war gestern bei eine Aktion zu Demokratie.,Zelt mit Transparenten im Stadtpark,negativ,#konzert #citytrip #jamsession,Unternehmen,"Bildung, Musik"
182,Facebook,Wirtschaft,Ich war gestern bei eine Diskussion zu digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,neutral,#wanderlust #radfahren #fussball,Unternehmen,"Bildung, Klima"
183,TikTok,Musik,So sieht eine Aktion zu faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,neutral,#musikliebe #chor #beats #bandlife,NGO,"Reisen, Sport"
184,Instagram,Technologie,Heute gab es ein Konzert in Klimaschutz.,Schüler in einem Klassenzimmer mit Tablets,positiv,#ki #startups,NGO,"Musik, Sport"
185,TikTok,Wirtschaft,Ein Erlebnis in eine Demo für faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,positiv,#konzert #vinyl #vortrag,NGO,"Technologie, Essen"
186,Instagram,Reisen,Heute gab es eine Diskussion zu Jugendpolitik.,Publikum mit bunten Lichtern,neutral,#meerliebe #wanderlust,Influencer,"Technologie, Essen"
187,Facebook,Politik,Ein Erlebnis in eine Diskussion zu digitale Teilhabe.,Schüler in einem Klassenzimmer mit Tablets,positiv,#engagement #gerechtigkeit,Unternehmen,"Sport, Reisen"
188,TikTok,Essen,So sieht eine Demo für Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#musikliebe #meinemeinung #digitalisierung,Partei,"Politik, Sport"
189,Facebook,Klima,So sieht einen Workshop zu digitale Teilhabe.,Familie auf dem Markt mit Einkaufstaschen,negativ,#innovation #gerechtigkeit #lernen,Influencer,"Musik, Reisen"
190,Instagram,Klima,Wir brauchen dringend eine Demo für mehr Fahrradwege.,Menschen mit Schildern vor dem Rathaus,positiv,#fussball #engagement #radfahren,Influencer,"Technologie, Sport"
191,Facebook,Klima,Endlich wieder eine Demo für gesunde Ernährung.,Publikum mit bunten Lichtern,negativ,#schule #startups #abenteuer,NGO,"Bildung, Sport"
192,Instagram,Bildung,Ich war gestern bei ein Konzert in gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#uni #wissen,Privatperson,"Essen, Technologie"
193,TikTok,Wirtschaft,So sieht eine Wanderung durch faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,positiv,#vinyl #konzert #musikliebe,Partei,"Reisen, Bildung"
194,Instagram,Reisen,Endlich wieder ein Konzert in Klimaschutz.,Menschen mit Schildern vor dem Rathaus,negativ,#bergliebe #wanderlust #citytrip,NGO,"Essen, Musik"
195,Facebook,Musik,Gemeinsam für eine Diskussion zu Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,positiv,#vinyl #jamsession #bandlife #konzert,Unternehmen,"Essen, Klima"
196,Facebook,Sport,Gemeinsam für einen Workshop zu mehr Fahrradwege.,Kind mit Buch auf einer Wiese,positiv,#klettern #fussball #marathon,Privatperson,"Wirtschaft, Sport"
197,Facebook,Essen,Gemeinsam für eine Aktion zu mehr Fahrradwege.,Publikum mit bunten Lichtern,neutral,#ki #meinemeinung #fussball,Influencer,"Wirtschaft, Technologie"
198,TikTok,Musik,Ein Erlebnis in einen Workshop zu Jugendpolitik.,Kind mit Buch auf einer Wiese,neutral,#jamsession #bandlife #beats,Privatperson,"Sport, Essen"
199,TikTok,Essen,Ein Erlebnis in eine Diskussion zu Klimaschutz.,Zelt mit Transparenten im Stadtpark,neutral,#wahlen #bergliebe #abenteuer,Privatperson,"Wirtschaft, Bildung"
200,Facebook,Essen,Viele Menschen demonstrieren für eine Wanderung durch faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,positiv,#meerliebe #blockchain #vinyl,NGO,"Bildung, Wirtschaft"
201,Facebook,Technologie,Viele Menschen demonstrieren für eine Aktion zu faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,positiv,#innovation #startups #ki,Privatperson,"Reisen, Essen"
202,TikTok,Technologie,Endlich wieder ein Konzert in mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,negativ,#startups #innovation #blockchain #robotik,Unternehmen,"Technologie, Sport"
203,Instagram,Sport,Endlich wieder ein Treffen mit digitale Teilhabe.,Menschen mit Schildern vor dem Rathaus,negativ,#klettern #basketball #fussball,Unternehmen,"Wirtschaft, Klima"
204,TikTok,Sport,Heute gab es ein Treffen mit mehr Fahrradwege.,Familie auf dem Markt mit Einkaufstaschen,negativ,#marathon #basketball,Partei,"Musik, Politik"
205,Facebook,Politik,Endlich wieder ein Konzert in Bildung.,Publikum mit bunten Lichtern,neutral,#gerechtigkeit #klimapolitik #meinemeinung #demokratie,Partei,"Bildung, Sport"
206,Facebook,Klima,Endlich wieder eine Demo für kulturelle Vielfalt.,Publikum mit bunten Lichtern,positiv,#engagement #radfahren #ki,Partei,"Technologie, Reisen"
207,Instagram,Technologie,Viele Menschen demonstrieren für einen Workshop zu Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#blockchain #digitalisierung #startups,NGO,"Essen, Bildung"
208,TikTok,Politik,Ein Erlebnis in ein Konzert in gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#wahlen #meinemeinung #engagement,NGO,"Politik, Sport"
209,TikTok,Technologie,Gemeinsam für eine Demo für digitale Teilhabe.,Menschen mit Schildern vor dem Rathaus,neutral,#blockchain #robotik,Influencer,"Sport, Politik"
210,TikTok,Politik,Endlich wieder ein Treffen mit mehr Fahrradwege.,Menschen mit Schildern vor dem Rathaus,neutral,#wahlen #klimapolitik #gerechtigkeit,Influencer,"Bildung, Sport"
211,TikTok,Musik,Ich war gestern bei einen Vortrag über Jugendpolitik.,Kind mit Buch auf einer Wiese,negativ,#jamsession #beats,Privatperson,"Bildung, Politik"
212,TikTok,Bildung,Ich war gestern bei eine Demo für soziale Gerechtigkeit.,eine Bühne mit Rednerin im Rampenlicht,negativ,#uni #lernen,NGO,"Musik, Technologie"
213,Facebook,Reisen,Heute gab es eine Demo für Bildung.,eine Bühne mit Rednerin im Rampenlicht,positiv,#wanderlust #abenteuer #meerliebe,NGO,"Musik, Politik"
214,TikTok,Politik,So sieht eine Aktion zu soziale Gerechtigkeit.,Kind mit Buch auf einer Wiese,neutral,#demokratie #engagement,NGO,"Sport, Politik"
215,TikTok,Klima,Gemeinsam für ein Treffen mit Bildung.,Menschen mit Schildern vor dem Rathaus,positiv,#fitness #vortrag #lernen,Privatperson,"Reisen, Bildung"
216,Facebook,Musik,Heute gab es eine Demo für mehr Fahrradwege.,Zelt mit Transparenten im Stadtpark,positiv,#konzert #jamsession #musikliebe,Unternehmen,"Musik, Reisen"
217,Facebook,Technologie,Wir brauchen dringend eine Aktion zu soziale Gerechtigkeit.,Schüler in einem Klassenzimmer mit Tablets,positiv,#digitalisierung #blockchain,Privatperson,"Technologie, Reisen"
218,Facebook,Sport,Gemeinsam für ein Treffen mit Klimaschutz.,Publikum mit bunten Lichtern,neutral,#fitness #basketball #klettern,NGO,"Essen, Wirtschaft"
219,TikTok,Politik,Wir brauchen dringend eine Diskussion zu faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,negativ,#wahlen #engagement #demokratie,Partei,"Essen, Technologie"
220,TikTok,Wirtschaft,Ein Erlebnis in einen Vortrag über faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,neutral,#demokratie #lernen #jamsession,NGO,"Essen, Politik"
221,Facebook,Bildung,Endlich wieder ein Konzert in Bildung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#vortrag #lernen #bildungfüralle,Privatperson,"Bildung, Technologie"
222,TikTok,Essen,So sieht eine Demo für Demokratie.,Schüler in einem Klassenzimmer mit Tablets,negativ,#marathon #beats #meerliebe,Influencer,"Reisen, Bildung"
223,Facebook,Technologie,Wir brauchen dringend eine Demo für kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,negativ,#digitalisierung #innovation,NGO,"Technologie, Wirtschaft"
224,TikTok,Wirtschaft,Endlich wieder eine Demo für kulturelle Vielfalt.,Menschen mit Schildern vor dem Rathaus,neutral,#wissen #blockchain #digitalisierung,Influencer,"Reisen, Politik"
225,TikTok,Wirtschaft,Gemeinsam für eine Aktion zu faire Löhne.,Publikum mit bunten Lichtern,negativ,#abenteuer #bandlife #basketball,Influencer,"Musik, Essen"
226,Instagram,Musik,Heute gab es eine Wanderung durch soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,neutral,#beats #konzert #chor,Privatperson,"Musik, Wirtschaft"
227,TikTok,Wirtschaft,Wir brauchen dringend eine Demo für soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,positiv,#schule #digitalisierung #skaten,Unternehmen,"Klima, Wirtschaft"
228,Instagram,Essen,Ein Erlebnis in einen Workshop zu Klimaschutz.,Menschen mit Schildern vor dem Rathaus,positiv,#radfahren #basketball #jamsession,NGO,"Politik, Technologie"
229,Facebook,Wirtschaft,Endlich wieder einen Workshop zu Klimaschutz.,Publikum mit bunten Lichtern,neutral,#klimapolitik #innovation #fitness,Partei,"Politik, Essen"
230,Instagram,Wirtschaft,Ein Erlebnis in einen Workshop zu soziale Gerechtigkeit.,eine Bühne mit Rednerin im Rampenlicht,positiv,#schule #wahlen #wanderlust,NGO,"Musik, Bildung"
231,TikTok,Wirtschaft,Wir brauchen dringend eine Diskussion zu Demokratie.,Familie auf dem Markt mit Einkaufstaschen,positiv,#roadtrip #uni #wissen,Partei,"Klima, Technologie"
232,Facebook,Sport,So sieht eine Diskussion zu faire Löhne.,Zelt mit Transparenten im Stadtpark,positiv,#radfahren #klettern,Privatperson,"Sport, Musik"
233,TikTok,Musik,Ein Erlebnis in einen Workshop zu gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#bandlife #vinyl #konzert,Unternehmen,"Wirtschaft, Sport"
234,TikTok,Musik,Wir brauchen dringend eine Aktion zu gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,negativ,#musikliebe #chor,Partei,"Essen, Sport"
235,Facebook,Politik,Gemeinsam für einen Vortrag über soziale Gerechtigkeit.,Kind mit Buch auf einer Wiese,negativ,#klimapolitik #wahlen #engagement,NGO,"Sport, Essen"
236,TikTok,Musik,Wir brauchen dringend ein Treffen mit faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,neutral,#jamsession #konzert #musikliebe #chor,Partei,"Technologie, Reisen"
237,Facebook,Wirtschaft,Gemeinsam für eine Aktion zu mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,neutral,#wanderlust #demokratie #klimapolitik,Influencer,"Klima, Essen"
238,TikTok,Reisen,Ich war gestern bei eine Demo für Klimaschutz.,Familie auf dem Markt mit Einkaufstaschen,neutral,#citytrip #roadtrip #wanderlust,NGO,"Essen, Wirtschaft"
239,Instagram,Bildung,Endlich wieder ein Treffen mit Demokratie.,Familie auf dem Markt mit Einkaufstaschen,negativ,#vortrag #schule #wissen #bildungfüralle,NGO,"Sport, Bildung"
240,Instagram,Bildung,Heute gab es einen Vortrag über soziale Gerechtigkeit.,Publikum mit bunten Lichtern,neutral,#uni #schule #bildungfüralle #lernen,NGO,"Reisen, Sport"
241,Instagram,Klima,Wir brauchen dringend einen Workshop zu Bildung.,Familie auf dem Markt mit Einkaufstaschen,positiv,#bergliebe #wissen #basketball,NGO,"Klima, Sport"
242,TikTok,Sport,So sieht eine Diskussion zu Bildung.,eine Bühne mit Rednerin im Rampenlicht,positiv,#marathon #fitness,Influencer,"Wirtschaft, Klima"
243,Facebook,Technologie,So sieht einen Workshop zu gesunde Ernährung.,Kind mit Buch auf einer Wiese,neutral,#startups #ki #blockchain,NGO,"Musik, Reisen"
244,Instagram,Politik,Gemeinsam für eine Aktion zu digitale Teilhabe.,Kind mit Buch auf einer Wiese,negativ,#klimapolitik #meinemeinung #demokratie #wahlen,Privatperson,"Technologie, Sport"
245,Instagram,Essen,Wir brauchen dringend einen Workshop zu soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#demokratie #citytrip #innovation,Unternehmen,"Sport, Reisen"
246,Facebook,Musik,Endlich wieder eine Demo für Jugendpolitik.,Familie auf dem Markt mit Einkaufstaschen,negativ,#jamsession #chor,NGO,"Essen, Wirtschaft"
247,Instagram,Reisen,Gemeinsam für eine Wanderung durch faire Löhne.,Publikum mit bunten Lichtern,neutral,#abenteuer #bergliebe #wanderlust #meerliebe,Privatperson,"Sport, Wirtschaft"
248,Instagram,Wirtschaft,Wir brauchen dringend eine Aktion zu Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,neutral,#roadtrip #musikliebe #jamsession,Influencer,"Wirtschaft, Musik"
249,Facebook,Musik,Gemeinsam für eine Demo für mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,neutral,#beats #konzert #bandlife #vinyl,Privatperson,"Klima, Musik"
250,Instagram,Essen,Gemeinsam für eine Demo für faire Löhne.,Kind mit Buch auf einer Wiese,negativ,#blockchain #startups #konzert,Partei,"Sport, Wirtschaft"
251,TikTok,Wirtschaft,Ich war gestern bei eine Wanderung durch Bildung.,eine Bühne mit Rednerin im Rampenlicht,negativ,#abenteuer #bandlife #meerliebe,Unternehmen,"Musik, Klima"
252,Instagram,Wirtschaft,So sieht einen Workshop zu faire Löhne.,Menschen mit Schildern vor dem Rathaus,negativ,#abenteuer #vortrag #robotik,NGO,"Wirtschaft, Technologie"
253,Instagram,Wirtschaft,Ein Erlebnis in eine Diskussion zu kulturelle Vielfalt.,Publikum mit bunten Lichtern,negativ,#fitness #skaten #musikliebe,NGO,"Bildung, Technologie"
254,Instagram,Wirtschaft,Heute gab es eine Diskussion zu kulturelle Vielfalt.,Schüler in einem Klassenzimmer mit Tablets,neutral,#wanderlust #digitalisierung #ki,Unternehmen,"Wirtschaft, Politik"
255,TikTok,Essen,Endlich wieder eine Wanderung durch Demokratie.,Kind mit Buch auf einer Wiese,neutral,#digitalisierung #klimapolitik #gerechtigkeit,Privatperson,"Musik, Politik"
256,Instagram,Musik,Wir brauchen dringend eine Demo für kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,positiv,#vinyl #musikliebe #beats,Privatperson,"Reisen, Technologie"
